cln_content,polarity_score
梅雨 鋒面 台灣 中部 山區 帶來 強降雨 造成 南投 多處 道路 坍方 倒木 阻斷 南投縣 消防局 昨晚 接獲 民眾 報案 指稱 人 登山隊 登山 步道 崩塌 受困 仁愛 鄉 奧萬大 南溪 南投 消防局 派警 義消 10 人今 清晨 時 出發 救援 發現 沿途 步道 多處 阻斷 冒險 挺過 碎石 坡 上午 11 時許 接觸 受困 山友 目前 正 協助 徒步 下山   南投縣 消防局 指出 人 登山隊 進行 能安 縱走 預計 昨天 下山 518 整日 雷雨交加 昨天下午 強降雨 登山 步道 多處 崩塌 奧萬大 南溪 溪水 暴漲 無奈 昨晚 對外 求救 山區 天候不佳 申請 直升機 救援 機率 高 南投 消防局 今天 派 仁愛 消防 分隊 警義消 神鷹 救難 協會 清境 中隊 人員 10 人 奧萬大 森林 遊樂區 入山 展開 救援 南投 消防局 指出 上午 11 時許 救援 隊員 已 接觸 受困 山友 目前 正 協助 受困 山友 徒步 下山,3
新增 台 中 以南 縣市 大雨 特報 午後 熱對流 發展 旺盛 易有 短時 強降雨 中央氣象局 12 時 20 分 針對 台 中 以南 縣市 包括 台 中 南投 雲林 台南 嘉義縣 高雄 屏東縣 發布 大雨 特報 氣象局 表示 今天 中南部 山區 局部 大雨 發生 機率 請 注意 雷擊 強 陣風 鋒面 昨 全 台 帶來 豪 大雨 鋒面 遠離 今天 降雨 明顯 趨緩 中央氣象局 預報員 林定 宜 指出 上午 11 時 最新 預報 今天 殘餘 水汽 中南部 花東 北部 山區 局部 短暫 陣雨 雷雨 中南部 山區 局部 較大 雨勢 發生 機率 地區 多雲 今天 明天 清晨 受 東北 季風 影響 北部 東半 部 天氣 較涼 北台 灣 低溫 約 19 ℃ 高溫 24 25 ℃ 中南部 低溫 22 25 ℃ 高溫 27 ℃ 左右 感受 舒適 早出晚歸 民眾 注意 保暖 周三 白天 東北 季風 逐漸 減弱 林定 宜 表示 氣溫 逐漸 回升 周三 周五 天氣 轉趨 穩定 各地 多雲 到晴 東半 部有 局部 短暫 陣雨 午後 西 半部 山區 局部 短暫 陣雨 各地 高溫 逐漸 回升 北台 灣 高溫 約 25 28 ℃ 中南部 約 28 30 ℃   林定 宜 指出 周六 下周一 風向 轉 偏南風 天氣 穩定 各地 多雲 午後 北部 地區 各地 山區 局部 短暫 雷陣雨 中南部 高溫 回升 30 ℃ 以上 今天下午 明天 北部 東半 部 含 蘭嶼 綠島 恆春 半島 長浪 發生 機率 周六 下周一 金門 馬祖 易有 局部 霧 低雲 影響 能見度 請民眾 注意,14
刑事警察 局 電信 偵查 大隊 今天 宣佈 偵破 一個 簽 賭 集團 台中市 逮捕 負責 設計 簽 賭 系統 鄒 姓主嫌 維修 客服 人員 10 人 台 中 雲林 嘉義 南投 花蓮 查獲 利用 平台 經營 簽 賭 組頭 41 人 電腦 資料 查出 賭資 高達 億元 警方 透露 去年底 查緝 案件 組頭 手機 發現 簽 賭 系統 追查 半年 順利 破獲 整個 組織   警方 調查 資訊 工程師 背景 鄒 姓主嫌 29 歲 去年 月間 設計 六合彩 簽 賭 系統 SUPER 彩 每月 10 萬元 價格 租給 經營 簽 賭 集團 總監 再 招募 組頭 提供 帳號密碼 組頭 管理 網站 賭客 簽注 帳號 簽 賭 採 週結 方式 結算 賭金   刑警 局電 偵 大隊 第二隊 去年底 查案 時 一名 嫌犯 手機 發現 香港 六合彩 地下 簽注 系統 研判 組頭 背後 龐大 簽注 平台 追查 幕後 經營者 營運 據點 發現 伺服器 架設 香港 躲避 追查 管理員 組頭 賭客 遍布 全 台   14 日 下午 電偵 大隊 第二隊 掌握 明確 事證 前往 台中市 七期 一棟 商業 辦公大樓 查緝 鄒 姓主嫌 10 人 維修 設計 投注 平台 工程師 外 負責 組頭 聯繫 客服 人員 清一色 找 女性 擔任 時間 台 中 雲林 嘉義 南投 花蓮 縣市 同步 查緝 兩天 查獲 41 名 組頭 總計 查扣 電腦 49 台 手機 62 支 現金 285 萬元 帳冊 證物   警方 透露 鄒 嫌 自稱 六合彩 平台 一年 約 賺 百 多萬元 查扣 電腦 發現 至少 設計 20 幾個 網站 提供 組頭 六合彩 平台 中 香港 天天 樂 台灣 大樂透 今彩 539 投注 資料 查扣 資料 統計 數千名 賭客 總計 出入 賭資 高達 億元 一名 組頭 系統 中 出入 賭資 達 1.8 億元 一名 組頭 250 萬 賭資 裝入 紙袋 放在 陽台 通通 警方 查獲   電偵 大隊 第二 隊長 柯 宏宜 指出 51 名 嫌犯 通通 賭博罪 送辦 追查 賭資 透過 人頭 帳戶 轉匯 洗錢 嫌疑 強調 鄒 嫌 只 設計 一個 賭博 網站 持續 深入 追查 防堵 不法,7
天使 今 繼續 主場 迎戰 雙城 大谷 翔平 昨 打數 安打 三振 次 只 次 保送 上壘 今 繼續 擔任 棒 指定 打擊 連續 場 先發 首 席獲 保送 連續 場上 壘 追平 上壘 場次 紀錄 之後 打席 吞 三振 本季 次 場 至少 2K 目前 出賽 12 場 打擊率 成 50 全壘打 支 分 打點 終場 天使 不敵 雙城,8
香港特區政府 硬推 逃犯 條例 修訂 惹來 港人 國際 社會 強烈 反對 保安 局長 李家 超 昨 宣佈 繞過 立法會 法案 委員會 下月 12 日 送中 條例 直上 立法會 大會 恢復 二讀 審議 民主派 怒轟 特首 林鄭月娥 惡法 毀掉 百年 議會 制度 香港 蘋果 動 新聞 報導 特首 林鄭月娥 今早 宣稱 草案 直上 大會 艱難 決定 認為 想 一個 方法 解決 困局 又稱 迫 收回 草案 不切實際   中國中央政府 駐港 聯絡 辦公室 中 聯辦 日前 出手 力挺 修法 批評 干預 香港 事務 林鄭 表示 提出 修法 初期 全部都是 港府 主導 後期 外國 政府 外部 勢力 加入 破壞 中央 特區政府 關係 肆意 抨擊 中國 大陸 司法 人權 制度 特區政府 內部事務 使 事件 提升 關乎 一國兩制 基本法 憲制 層面 林鄭 說 中 聯辦 港澳辦 事件 作出 言論 理所當然   強調 提出 草案 後 政府 未 停止 過向 各界 解說 未來 加密 程度 繼續 解說 釋除 社會 疑慮 指 所謂 呼籲 議員 歸隊 外界 說法 政府 一直 未 放鬆 爭取 議員 社會 支持 表示 上任 以來 一直 致力 維持 良好 行政 立法 關係 身體力行 出席 答問 好 具體 回答 議員 提問 反問 特區政府 本來 一向 尊重 機制 認同 機制 辦法 展開 希望 事件 影響 日後 行政 立法 關係 聲言 受 污衊 侮辱 影響 出席 答問   台灣 陸委會 表明 逃犯 條例 修法 前提 下 港府 協商 未 排除 赴港 港台 灣人 移送 中國 大陸 威脅 之前 香港 修法 台灣 政府 同意 移交 殺人犯 陳 同佳 林鄭 認為 港府 台灣 共同 目標 想 彰顯 公義 港府 修例 後 法律 基礎 框架 跟進 最大 誠意 遊說 台方   公民 黨 黨魁 楊 岳橋 回覆 香港 蘋果 時 反駁 林鄭 指 一國兩制 精髓 在於 中央 需 盡量 克制 非 運用 權力 影響 外國 表達意見 指 香港 國際 金融中心 國際 社會 香港 認可 香港 難以 運作 他斥 林鄭 面對 國際 社會 意見 從善如流 香港 綁 中美 貿易 衝突 之中 林鄭 強調 逃犯 條例 修訂 直上 大會 尊重 立法會 楊 岳橋 亦 反駁 指 民主派 一直 希望 政府 能夠 參與 建制 泛 民和 政府 三方 會談 解決 困局 奈何 遭 政府 拒絕 林鄭 本應 調和 立法會 矛盾 中 聯辦 主任 王 志民 講完 話 之後 林鄭 現在 神勇 行政 主導 說 修法 直上 大會 係 火上加油 消息 指 中 聯辦 本周 三會 特別 場 供 上周 未能 出席 閉門 會議 聆聽 王 志民 宣旨 政協委員 出席 接旨 　,21
影帝 吳 慷仁 港片 非分 熟女 中 飾演 做愛做 菜 一把 罩 廚師 近日 該片 宣傳 特地 前往 南門市場 買菜 現場 露一手 撩 妹 功力 嘴巴 超 甜 殺價 時 狂喊 姊姊 使出 暖男 手段 市場 姊姊 挑 頭上 灰塵 直接 獲得 免費 蔥 一把 採買 過程 中 主持人 出題 二選 拍 吻戲 比較 接受 女主角 吻戲 吃 大蒜 臭豆腐 吳 慷仁 尷尬 笑回 大蒜 喜歡 現場 店家 推薦 吳 慷仁 購買 金華 火腿 送 女友 藉故 說 煮 吃 大開眼界 直說 女朋友 約會 年齡 20 幾歲 送 金華 火腿 笑言 是撩妹 新 趨勢 精打細算 吳 慷仁 採買 過程 中 殺價 省 下來 錢 買 兩份 特別 禮物 粉絲 想要 得到 吳 慷仁 挑選 神秘 禮物 洽 片商 華映 娛樂 臉 書 查詢 採買 完成 後 吳 慷仁 回到 家中 下廚 還原 電影 中 梅干 扣肉 片中 吳 慷仁 拯救 女主角 蔡卓妍 Sa 家中 倒閉 茶餐廳 兩 人 曖昧 情愫 吳 慷仁 坦言 平時 下廚 梅干 扣肉 小時候 吃 阿公 做 菜餚 知道 做 非分 熟女 預計 月 24 日 上映,15
台北 國際 電腦 展 官方 獎項 Best   Choice   Award,0
診所 領到 感冒藥 醫師 處方 箋 藥 完全 對不上 蘋果 新聞網 最近 接獲 民眾 投訴 指南 港某 間 耳鼻喉科 診所 旗下 診所 藥局 擅自 變更 處方 箋 藥品 卻 未 先 告知 患者 直到 患者 自行 上網 找 資料 比對 藥品 外觀 發現 診所 實際上 開 患者 藥品 根本 醫師 處方 箋 藥 完全 擔憂 知道 吃 藥 對此 北 市 衛生局 表示 藥師 調劑 權 改用 相同 成分 替代 用藥 事先 告知 醫師 藥師 法 處 兩千 一萬元 罰鍰 處方 藥物 附上 健保碼 北 市 衛生局 通知 健保署 調查 診所 無不 實 申報 情形   投訴者 吳先生 蘋果 新聞網 表示 月 14 日 感冒 南港 泓安 耳鼻喉科 就醫 服用 兩天 感冒藥 後 月 16 日 上午 感覺 剩下 咳嗽 症狀 尚未 痊癒 想 拿藥 袋中 止咳 相關 藥品 吃 請 藥學 背景 太太 依據 診所 提供 藥品 仿單 食藥 署官 網上 藥物 辨識 資料 查詢 系統 比對 藥品 外觀 想 止咳藥 吃 想不到 發現 藥袋 藥品 種 一顆 藥 醫師 處方 藥品 外觀 相符   吳先生 16 日 當天 診所 詢問 診所 藥師 藥師 表示 藥品 缺貨 供應商 同樣 成分 替代 藥品 診所 藥局 提供 藥品 成分 相同 藥物 診所 使用 吳先生 提供 音檔 吳先生 藥師 詢問 每個 藥都 診所 藥師 則答 牽涉到 上面 供應商 有時 缺貨 藥 成分 藥來 代替 成分 吳先生 質疑 成分 確定 吃 藥 診所 藥師 則答 藥品 食品 同款 藥 十家 廠 做 替代 藥 直接 配藥   投訴者 認為 正 藥品 食品 替代性 藥品 醫師 處方 藥袋 應 針對 替代性 藥品 對應 名稱 標註 知道 吃 下 藥 這次 拿到 藥 上頭 完全 文字 不明 藥丸 民眾 保障   對此 蘋果 新聞網 特別 詢問 診所 說法 診所 藥師 表示 診所 過去 使用 成分 相同 藥物 成分 藥物 許多 廠商 製造 外觀 有所不同 換藥 一定 詢問 醫師 否認 違規 情形   藥師 沈 采穎 表示 投訴者 提供 醫師 處方 上頭 藥品 名 健保碼 藥品 名稱 Famotidine 成分 名外 商品 名 一般來說 處方 藥品 名稱 標示 健保碼 過去 曾 相同 商品 名 成分 藥求 醫師 處方 上頭 藥 標示 藥品 商品 名外 標示 健保碼 避免 開錯 藥 成分 名 健保碼 標示 處方 不用 標   沈 采穎 表示 目前 規定 藥袋 應 標示 患者 藥物 商品 名 成分 名 投訴者 提供 藥袋 照片 上頭 藥品 名稱 患者 拿到 藥 實際上 處方 不符 卻 未 告知 醫師 患者 調劑 藥師 涉嫌 違反 藥師 法   北 市 衛生局 食藥 科科長 王明 理 表示 藥師 調劑 權 藥品 發生 缺藥 時 相同 成分 藥品 替代 藥師 法 17 條規 藥師 調劑 應 處方 錯誤 藥品 未備 缺乏 時 應 通知 原 處方 醫師 請 更換 任意 省略 代以 藥 藥師 通知 醫師 情況 下 擅自 換藥 藥師 法 處 千到 萬元 罰鍰 王明 理 表示 規定 藥師 調劑 藥品 名稱 須 正確 標示 藥袋 標示 錯誤 藥師 法 開罰 千到 萬元 醫師 處方 箋 未註明 藥品 不可 替換 藥師 調劑 改用 成分 替代 藥 最好 先 告知 患者 註明 不可 替換 藥師 擅自 換藥 罰 千到 萬元 罰鍰   藥師 法 規定 藥師 交付 藥劑 時 應於 容器 包裝 上記明 病人 姓名 性別 藥品 名稱 劑量 數量 用法 作用 適應症 警語 副作用 藥局 地點 名稱 調劑 姓名 調劑 年 月 日 王明 理 表示 違反者 同法 處 千到 萬元 罰鍰   王明 理 表示 針對 診所 用藥 爭議 衛生局 派員 了解 有無 違規 處方 藥物 附上 健保碼 通知 健保署 調查 診所 無不 實 申報 情形,5
"受到 美國商務部 規定 Google 日前 宣布 終止 華為 部份 業務 往來 暫停 華為 部份 合作 業務 Google 開放 原始 碼 授權 open   source   licensing 以外 軟體 硬體 產品 轉移 停止 未來 華為 新一代 Android 安卓 手機 無法 使用 Google   Play Gmail 服務 華為 無法 取得 Google 授權 出口 海外 市場 新機 無法 安裝 包括 Chrome   Google   搜索 YouTube   Play   Store   應用 商城 在內 Google   核心 產品 Gmail Maps Google   Photos Drive   在內 主要 產品 華為 手機 正常 使用 Google Android 作業系統 原始 碼 授權 完整版 系統 Google 合作 取得 授權 特別是在 國外 銷售 產品 國外 用戶 來說 Android 系統 手機 完整版 十分 重要 系統 包含 所有 Google 免費 服務 Gmail Goolge   Play Google 授權 代表 服務 等同 消費者 智慧型 手機 價格 買 一台 功能性 手機 功能 產品 國外市場 會受 衝擊 華為 失去 Google     Android 作業系統 更新 存取 權限 等同 外海 出口 手機 全面 擺 消息 傳出 華為 相關 供應鏈 一片 哀鴻遍野 華為 手機 出貨量 規模 不小 2019 年 預估 出貨量 預估 達 2.5   億台 規模 海外 市場 佔 華為 總 出貨量 超過 成 以上 停擺 重創 華為   華為 發布 官方 回應 稱有 能力 繼續 發展 使用 安卓 生態 強調 全球 產品 服務 受 影響 先前 華為 消費者 業務 執行長 余 承東 卻 社交 媒體 霸氣 表示 華為 晶片 打造 操作系統 核心 能力   事實上 目前 智慧型 手機 分成 陣營 即為 美國 蘋果 Apple   Inc , iOS 作業系統 Google Android 系統 Apple 之外 所有 智慧型 手機 使用 Android 系統   全球 主要 智慧型 手機 使用 Google Android 系統 華為 總有一天 Google 掐住 住 脖子 危機感 一直 存在 2012 年 華為 規劃 自有 操作系統 鴻蒙 希望 成為 Google Android 系統 替代品   余 承東 曾 表示 已經 準備 好 操作系統 發生 能夠 再 使用 Google 微軟 作業系統 情況 下 華為 做好 啟動 B 計劃 準備   華為 創辦人 任正非 先前 指出 華為 投入 終端 作業系統 研發 主要 出於 戰略 考量 一天 業者 突然 斷了 糧食 Android 系統 華為 使用 Windows   Phone   系統 給華 為用 華為 是不是 傻   華為 投入 操作系統 研發 做 高階 晶片 道理 主要 允許 華為 斷了 糧食 斷 糧食 時 備份 系統 用得上 現在 華為 Google 斷了 生路 鴻蒙 上陣 替代 Android 系統 先前 華為 推出 自研 EROFS 超級 文件系統 華為 方舟 編譯器 開發 應用 專家 認為 能夠 Android 系統 性能 提升 數倍 底層 整合 EROFS 方舟 編譯器 華為 鴻蒙 系統 已經 具備 一定 實力 也就是說 華為 中國 內需 市場 受到 影響 國內 開發 軟體 生態 已經 成熟 鴻蒙 消息 指出 操作系統 已 Linux 進行 優化 用於 部分 華為 手機 中 華為 內部 透露 訊息 指出 自行 研發 作業系統 環境 下 備用 計劃 替代 家 合作 方案   海外 市場 Android 早已 開放 Google 行動 服務 仍須 取得 授權 GMS GMS 包括 Google   Map GMAIL YouTube Chrome 應用程式 商店 Google   Play 明星 級 APP 業者 使用 獲得 Google 同意 授權 隨意 修改 使用 GMS 獲得 Google 授權   新 出廠 手機 預裝 GMS 無法 接收 GMAIL 打開 Chrome 上網 透過 GooglePlay 下載 APP 高度 依賴 Google 服務 歐 亞 用戶 來說 一定 影響 目前 華為 海外 手機 出貨量 佔 華為 總 出貨量 一半 以上 無法 出貨 無異 一記 重擊",45
多年 前 台北 西門町 一帶 商家 白吃白喝 林姓 女子 去年底 重現 江湖 這次 轉移陣地 改到 新 北市 三重 品田 牧場 中 FRIDAYS 環球 餐廳 分別 點餐 478 元 厚切 豬排 920 元 黃金 魚排 鮮蝦 吃 完後 依舊 兩手 一攤 賴帳 新 北地 院今 再 詐欺 取財罪 共判 林女 月 徒刑 易科 罰金 18 萬元 宣告 沒收 加計 服務費 犯罪 所得 526 元 1012 元   2015 年 月 蘋果 新聞網 曾 報導 時年 19 歲 林女 國 中 畢業 後 四處 閒晃 肚子餓 隨興 進入 餐廳 飽餐一頓 雙手 一攤 說 錢 店家 報警 處理 警方 發現 餐廳 白吃白喝 剪髮 唱歌 未 付帳 估計 受害 店家 達 十餘家   2017 年 月 基隆 地院 認定 林女 基隆 搭 計程車 九份 卻 錢 支付 730 元 車資 詐欺 取財 罪判 林女 月 徒刑 易科 罰金 12 萬元 確定   沒想到 林女 不思悔改 去年底 重出江湖 這回 先到 三重 品田 牧場 餐廳 點用 厚切 腰 豬排 騙得 526 元 相隔 一周 再 中 FRIDAYS 環球 餐廳 點 黃金 魚排 鮮蝦 1012 元 餐點 享用 美食 之後 依舊 錢 付帳 新 北地 院今 再 判 林女 月 徒刑 易科 罰金 18 萬元 上訴,7
宜蘭縣 一名 男子 長期 關注 女 實況 主 加入 女 實況 主 開設 私人 LINE 群 卻 群組 引戰 成員 投票 踢出 男子 心生 竟開 分身 帳號 臉 書傳 訊息 恫嚇 女 實況 主 出門 小心 準備 不用 世界 等語 女 實況 主憤 提告 宜蘭 地檢署 認為 男子 行為 觸犯 恐嚇罪 嫌 聲請 簡易 判決 處刑 蕭 姓女 實況 主在 實況 平台 Twitch 擁有 千名 粉絲 陳姓 男子 追隨者 平時 透過 長期 觀看 蕭女 實況 得到 虛擬 糖果 再 糖果 換取 進入 私人 LINE 群 陳男 進入 群組 後 卻 數度 發引 戰 訊息 群組 粉絲 爭吵 去年 月 群組 發起 投票 一致同意 管理員 陳男 踢出 陳男 發現 踢出 群組 Twitch 遭到 蕭女 管理員 封鎖 竟開 分身 帳號 臉 書 私訊 蕭女 要求 解除 封鎖 恐嚇 Ｘ 娘 出門 小心 上線 死定了 準備 不用 世界 朋友 說 快點 台南市 出門 砍 槍射 要來 找 等語 蕭女 說明 踢 陳男 卻 不予 理會 持續 辱罵 破 女人 Ｘ 娘 蕭女 無奈 之下 截圖 臉 書 發文 友人 看到 後 紛紛 鼓勵 提告 蕭女 報警 提告 恐嚇 陳男 到案 後 犯行 坦承 不諱 檢方 認定 陳 男行 觸犯 恐嚇罪 行 聲請 逕 簡易 判決 處刑,-1
